Name:C02




--------
Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR AVG, SNR MAX
06/20/2022, 10:38:56, 44.7134167, 7.020345, 2050, 4, 2.0, 2.2, 23, 0, 5, 29, 37
06/20/2022, 10:40:55, 44.71348, 7.02016, 2050, 5, 1.5, 1.8, 23, 0, 4, 27, 32
06/20/2022, 10:42:53, 44.713295, 7.0204633, 2052, 4, 1.5, 1.8, 23, 1.852, 2, 27, 33
06/20/2022, 10:44:53, 44.7134017, 7.0202383, 2050, 4, 2.0, 2.3, 23, 1.852, 2, 30, 33
06/20/2022, 10:47:01, 44.7133683, 7.0201417, 2006, 5, 1.5, 1.8, 23, 1.852, 10, 28, 33
06/20/2022, 10:48:53, 44.7134367, 7.0201917, 2052, 4, 2.0, 2.3, 23, 1.852, 2, 27, 31
06/20/2022, 10:51:03, 44.713495, 7.0203383, 2056, 5, 1.5, 1.8, 23, 0, 11, 25, 32
06/20/2022, 10:52:52, 44.7134167, 7.020315, 2064, 5, 1.5, 1.8, 23, 3.704, 0, 29, 36
06/20/2022, 10:54:55, 44.713465, 7.0204567, 2064, 4, 1.8, 2.0, 23, 0, 4, 29, 34
06/20/2022, 10:56:57, 44.7134217, 7.0203967, 2058, 5, 1.6, 1.8, 23, 0, 6, 30, 34
06/20/2022, 10:59:10, 44.713145, 7.0195283, 2058, 4, 2.6, 7.7, 23, 0, 18, 21, 35
06/20/2022, 11:01:15, 44.713165, 7.020565, 2144, 4, 2.7, 7.8, 24, 5.556, 23, 23, 35
06/20/2022, 11:02:59, 44.713455, 7.0203567, 2018, 4, 1.9, 2.1, 23, 0, 7, 28, 33
06/20/2022, 11:05:05, 44.7133683, 7.0206483, 2160, 4, 1.9, 2.1, 23, 0, 13, 30, 40
06/20/2022, 11:11:24, 44.7134467, 7.0200967, 2002, 4, 2.1, 2.3, 24, 0, 32, 32, 39
06/20/2022, 11:13:39, 44.7134783, 7.0202433, 2036, 4, 2.1, 2.3, 24, 0, 47, 25, 38
06/20/2022, 11:15:08, 44.7134783, 7.0200683, 1962, 4, 2.1, 2.3, 24, 0, 16, 30, 40
06/20/2022, 11:17:04, 44.7134167, 7.0201817, 2036, 4, 2.1, 2.3, 23, 0, 12, 30, 40
06/20/2022, 11:19:07, 44.713535, 7.0201483, 1978, 4, 2.1, 2.3, 23, 0, 15, 27, 38
06/20/2022, 11:21:07, 44.71352, 7.0200283, 1980, 4, 2.2, 2.4, 23, 0, 15, 33, 40
06/20/2022, 11:22:58, 44.7134133, 7.0201733, 2006, 4, 2.2, 2.4, 23, 0, 6, 33, 41
06/20/2022, 11:25:12, 44.7133067, 7.0202083, 2092, 4, 2.2, 2.4, 23, 0, 20, 23, 33
06/20/2022, 11:26:52, 44.7135817, 7.0202333, 2020, 4, 2.3, 2.5, 23, 7.408, 0, 32, 37
06/20/2022, 11:29:07, 44.7134717, 7.020155, 1986, 4, 2.3, 2.5, 23, 0, 15, 26, 38
06/20/2022, 11:31:01, 44.7135167, 7.0202633, 2066, 4, 2.4, 2.6, 23, 1.852, 9, 28, 34
06/20/2022, 11:33:01, 44.7138, 7.019605, 1864, 4, 2.4, 2.6, 23, 3.704, 10, 32, 36
06/20/2022, 11:35:01, 44.7140683, 7.019645, 1888, 4, 2.5, 2.7, 24, 0, 10, 34, 40
06/20/2022, 11:37:01, 44.714145, 7.0196017, 1886, 4, 2.6, 2.8, 24, 0, 10, 33, 39
06/20/2022, 11:39:01, 44.7142217, 7.01955, 1900, 4, 2.7, 2.9, 25, 1.852, 10, 36, 40
06/20/2022, 11:41:01, 44.7142117, 7.0195983, 1912, 4, 2.8, 3.0, 26, 1.852, 10, 33, 42
06/20/2022, 11:43:01, 44.71416, 7.0195283, 1904, 4, 2.9, 3.1, 26, 0, 10, 35, 42
06/20/2022, 11:45:01, 44.7148417, 7.0197733, 1918, 4, 3.0, 3.2, 27, 1.852, 10, 34, 41
06/20/2022, 11:47:01, 44.71498, 7.0195583, 1922, 4, 3.2, 3.3, 27, 0, 10, 35, 41
06/20/2022, 11:49:01, 44.7150817, 7.019475, 1922, 4, 3.3, 3.5, 28, 1.852, 10, 33, 43
06/20/2022, 11:51:01, 44.71517, 7.0193617, 1934, 4, 3.5, 3.6, 29, 1.852, 10, 26, 37
06/20/2022, 11:53:00, 44.7148467, 7.020195, 2112, 4, 3.7, 3.8, 30, 1.852, 9, 28, 37
06/20/2022, 11:55:42, 44.71525, 7.0194067, 2050, 4, 4.0, 4.1, 30, 0, 51, 17, 21
06/20/2022, 11:57:01, 44.715165, 7.0189567, 1952, 4, 4.2, 4.3, 30, 0, 10, 27, 28
06/20/2022, 11:59:01, 44.7149467, 7.01926, 1956, 4, 4.5, 4.6, 29, 1.852, 10, 25, 30
06/20/2022, 12:00:58, 44.7150767, 7.019525, 2116, 4, 4.8, 4.9, 28, 0, 7, 25, 32
06/20/2022, 12:03:24, 44.7150433, 7.0194133, 2032, 5, 1.5, 1.8, 26, 1.852, 33, 27, 37
06/20/2022, 12:05:00, 44.7150383, 7.0193317, 2008, 5, 1.5, 1.8, 26, 0, 9, 30, 36
06/20/2022, 12:07:04, 44.715055, 7.019215, 2024, 5, 1.5, 1.8, 25, 0, 13, 23, 27
06/20/2022, 12:09:11, 44.7149783, 7.0192983, 2048, 5, 1.5, 1.8, 24, 0, 20, 28, 37
06/20/2022, 12:11:09, 44.7150433, 7.01932, 2032, 5, 1.5, 1.8, 24, 0, 18, 25, 34
06/20/2022, 12:13:08, 44.715065, 7.0194133, 2006, 5, 1.5, 1.8, 24, 0, 17, 26, 40
06/20/2022, 12:15:22, 44.7148467, 7.0191267, 1994, 5, 1.6, 1.8, 23, 0, 31, 22, 31
06/20/2022, 12:17:01, 44.7149167, 7.01946, 2042, 5, 1.6, 1.8, 24, 1.852, 10, 23, 34
06/20/2022, 12:19:06, 44.714845, 7.0193567, 2056, 4, 2.5, 2.7, 23, 0, 15, 23, 32
06/20/2022, 12:21:01, 44.715105, 7.0195717, 2052, 5, 1.6, 1.8, 23, 3.704, 10, 24, 36
06/20/2022, 12:22:54, 44.7151683, 7.0193817, 2054, 4, 2.4, 2.6, 23, 0, 3, 31, 40
06/20/2022, 12:25:01, 44.71515, 7.0193683, 2054, 4, 2.4, 2.6, 22, 12.964, 10, 22, 28
06/20/2022, 12:27:05, 44.7150617, 7.0194383, 2054, 4, 2.4, 2.6, 22, 1.852, 13, 24, 33
06/20/2022, 12:31:30, 44.71504, 7.0193167, 2028, 4, 3.0, 3.1, 22, 0, 39, 27, 32
06/20/2022, 12:32:58, 44.7151417, 7.019285, 2048, 4, 2.9, 3.1, 22, 0, 6, 29, 31
06/20/2022, 12:35:06, 44.7149917, 7.0194733, 2108, 4, 2.8, 3.0, 22, 1.852, 14, 26, 35
06/20/2022, 12:36:58, 44.7150533, 7.0194333, 2026, 4, 2.7, 2.9, 22, 3.704, 6, 27, 36
06/20/2022, 12:39:00, 44.7151383, 7.0193917, 2048, 4, 2.6, 2.8, 22, 1.852, 8, 25, 29
06/20/2022, 12:41:15, 44.7152033, 7.0193183, 2058, 4, 2.5, 2.7, 22, 0, 23, 22, 29
06/20/2022, 12:43:11, 44.7149617, 7.0193917, 2024, 4, 2.5, 2.7, 22, 3.704, 19, 25, 32
06/20/2022, 12:44:52, 44.714745, 7.0189967, 2122, 4, 2.4, 2.6, 22, 5.556, 0, 30, 37
06/20/2022, 12:46:59, 44.7148967, 7.0193367, 2018, 4, 2.3, 2.5, 22, 1.852, 7, 22, 29
06/20/2022, 12:48:52, 44.7149817, 7.0192983, 2156, 4, 2.3, 2.5, 22, 7.408, 0, 29, 37
06/20/2022, 12:51:01, 44.714795, 7.0193817, 1986, 4, 2.2, 2.4, 22, 0, 10, 33, 38
06/20/2022, 12:52:57, 44.715005, 7.01923, 2006, 4, 2.2, 2.4, 22, 0, 6, 31, 35
06/20/2022, 12:55:05, 44.7148983, 7.0194217, 2006, 4, 2.1, 2.3, 22, 0, 14, 24, 30
06/20/2022, 12:57:07, 44.7149167, 7.0193383, 2032, 4, 2.1, 2.3, 22, 3.704, 16, 27, 34
06/20/2022, 12:59:01, 44.7148167, 7.02015, 2044, 4, 2.0, 2.2, 22, 1.852, 10, 22, 30
06/20/2022, 13:00:59, 44.7149283, 7.0186183, 2044, 4, 2.0, 2.2, 22, 0, 8, 28, 33
06/20/2022, 13:03:01, 44.7150883, 7.0194767, 2044, 4, 1.9, 2.2, 22, 0, 10, 29, 37
06/20/2022, 13:05:01, 44.7149517, 7.0195683, 2050, 4, 1.9, 2.2, 22, 1.852, 10, 23, 34
06/20/2022, 13:07:01, 44.71487, 7.0200967, 2050, 4, 1.9, 2.1, 22, 1.852, 10, 23, 35
06/20/2022, 13:09:01, 44.7146217, 7.0197483, 1998, 4, 1.9, 2.1, 22, 1.852, 10, 25, 32
06/20/2022, 13:11:01, 44.7150033, 7.0185217, 1972, 4, 1.8, 2.1, 22, 1.852, 10, 22, 29
06/20/2022, 13:13:01, 44.71506, 7.0188983, 1972, 4, 1.8, 2.1, 22, 0, 10, 24, 30
06/20/2022, 13:15:01, 44.7146733, 7.0190267, 1972, 4, 1.8, 2.1, 22, 0, 10, 24, 33
06/20/2022, 13:17:13, 44.71493, 7.0194283, 1972, 4, 1.8, 2.0, 22, 1.852, 22, 20, 26
06/20/2022, 13:19:07, 44.7148933, 7.0188683, 1998, 4, 1.8, 2.0, 22, 0, 16, 22, 30
06/20/2022, 13:21:07, 44.714845, 7.0193917, 1998, 4, 1.8, 2.0, 22, 3.704, 16, 23, 34
06/20/2022, 13:23:07, 44.7149017, 7.01929, 1996, 4, 1.8, 2.0, 22, 0, 16, 22, 26
06/20/2022, 13:25:06, 44.71484, 7.0189917, 1996, 4, 1.8, 2.0, 23, 0, 14, 22, 27
06/20/2022, 13:27:01, 44.7149217, 7.0190967, 1996, 4, 1.8, 2.0, 23, 0, 10, 23, 28
06/20/2022, 13:29:07, 44.714925, 7.0193633, 1996, 4, 1.8, 2.0, 23, 0, 16, 23, 29
06/20/2022, 13:31:07, 44.7149183, 7.0191317, 1996, 4, 1.8, 2.0, 23, 0, 16, 20, 24
06/20/2022, 13:33:09, 44.7149833, 7.0191283, 1998, 4, 1.8, 2.0, 23, 3.704, 17, 20, 29
06/20/2022, 13:34:59, 44.7150667, 7.018895, 1996, 4, 1.8, 2.0, 23, 1.852, 8, 24, 31
06/20/2022, 13:37:16, 44.7149367, 7.0189817, 1996, 4, 1.8, 2.0, 23, 7.408, 24, 22, 30
06/20/2022, 13:38:59, 44.7148417, 7.0190083, 1990, 4, 1.8, 2.0, 23, 1.852, 8, 23, 29
06/20/2022, 13:41:03, 44.7149, 7.0189583, 1990, 4, 1.8, 2.0, 23, 0, 11, 24, 32
06/20/2022, 13:43:17, 44.71497, 7.0194033, 2034, 4, 1.8, 2.1, 23, 0, 25, 22, 30
06/20/2022, 13:45:30, 44.7156433, 7.0205517, 1990, 4, 6.7, 6.8, 23, 3.704, 39, 23, 30
06/20/2022, 13:47:09, 44.7149517, 7.0191167, 2042, 4, 6.2, 6.3, 24, 1.852, 17, 22, 28
06/20/2022, 13:49:01, 44.7150067, 7.019055, 2044, 4, 5.7, 5.8, 24, 7.408, 10, 26, 33
06/20/2022, 13:51:31, 44.7150017, 7.0193683, 2004, 7, 1.5, 1.7, 23, 0, 39, 29, 37
06/20/2022, 13:52:53, 44.7150233, 7.019305, 2062, 6, 2.0, 2.2, 24, 7.408, 2, 30, 33
06/20/2022, 13:54:55, 44.714855, 7.0190567, 2012, 7, 1.5, 1.7, 24, 0, 4, 28, 35
06/20/2022, 13:56:57, 44.7149117, 7.019225, 2052, 7, 1.4, 1.7, 23, 0, 6, 27, 33
06/20/2022, 13:59:01, 44.7149333, 7.0192917, 2036, 7, 1.4, 1.6, 23, 1.852, 10, 22, 36
06/20/2022, 14:00:56, 44.7148117, 7.0191933, 2024, 7, 1.4, 1.6, 22, 1.852, 5, 29, 41
06/20/2022, 14:02:56, 44.71492, 7.0192567, 2030, 6, 1.8, 2.0, 22, 0, 5, 27, 34
06/20/2022, 14:04:53, 44.71514, 7.0194133, 2030, 5, 2.2, 2.4, 22, 3.704, 2, 28, 31
06/20/2022, 14:06:53, 44.7151667, 7.0192633, 2038, 5, 1.6, 1.9, 22, 1.852, 2, 28, 29
06/20/2022, 14:08:53, 44.7148133, 7.0192767, 2086, 6, 1.4, 1.7, 22, 0, 2, 28, 30
06/20/2022, 14:10:54, 44.7150683, 7.0193483, 2006, 6, 1.6, 1.9, 22, 0, 3, 29, 35
06/20/2022, 14:12:53, 44.714675, 7.0193167, 2040, 5, 1.7, 2.0, 22, 1.852, 2, 25, 32
06/20/2022, 14:14:55, 44.7149517, 7.0192167, 2052, 6, 1.6, 1.8, 22, 0, 4, 26, 33
06/20/2022, 14:16:53, 44.714705, 7.019305, 2024, 5, 1.6, 1.9, 22, 0, 2, 28, 31
06/20/2022, 14:18:56, 44.7153033, 7.0192267, 2054, 7, 1.2, 1.5, 21, 1.852, 5, 25, 36
06/20/2022, 14:20:56, 44.715215, 7.0192567, 2032, 7, 1.2, 1.4, 21, 1.852, 5, 30, 38
06/20/2022, 14:22:54, 44.7157917, 7.0187633, 2054, 6, 1.5, 1.7, 22, 1.852, 3, 37, 45
06/20/2022, 14:24:53, 44.71551, 7.018355, 2006, 5, 1.8, 2.0, 23, 1.852, 2, 32, 38
06/20/2022, 14:26:55, 44.7159117, 7.0183333, 2006, 6, 1.4, 1.7, 24, 1.852, 4, 30, 38
06/20/2022, 14:28:54, 44.7159133, 7.0184733, 2028, 6, 1.4, 1.7, 26, 1.852, 3, 33, 42
06/20/2022, 14:30:53, 44.7161517, 7.0188567, 2004, 6, 1.4, 1.6, 26, 1.852, 2, 34, 42
06/20/2022, 14:32:53, 44.7158917, 7.0190783, 2006, 5, 1.6, 1.9, 26, 0, 2, 34, 39
06/20/2022, 14:34:53, 44.71583, 7.0189933, 2006, 6, 1.3, 1.6, 26, 0, 2, 32, 42
06/20/2022, 14:36:53, 44.715755, 7.01939, 2066, 5, 1.6, 1.9, 26, 0, 2, 37, 47
06/20/2022, 14:38:54, 44.7155883, 7.01955, 2038, 6, 1.3, 1.6, 25, 0, 3, 33, 42
06/20/2022, 14:40:54, 44.715525, 7.01956, 2028, 5, 1.6, 1.9, 26, 0, 3, 40, 44
06/20/2022, 14:42:53, 44.715335, 7.0194867, 1896, 5, 1.7, 1.9, 26, 3.704, 2, 31, 44
06/20/2022, 14:44:55, 44.7152, 7.01992, 2044, 5, 1.7, 1.9, 26, 0, 4, 32, 40
06/20/2022, 14:46:55, 44.715165, 7.0200883, 2050, 5, 1.7, 1.9, 26, 0, 4, 31, 37
06/20/2022, 14:48:54, 44.715035, 7.01993, 2030, 5, 1.7, 2.0, 26, 0, 3, 32, 38
06/20/2022, 14:50:54, 44.714815, 7.0202033, 2044, 5, 1.7, 2.0, 26, 1.852, 3, 39, 45
06/20/2022, 14:52:54, 44.7145933, 7.0204767, 2030, 5, 1.8, 2.0, 26, 3.704, 3, 37, 44
06/20/2022, 14:54:54, 44.7145233, 7.0204333, 2072, 5, 1.8, 2.0, 26, 1.852, 3, 37, 46
06/20/2022, 14:56:54, 44.7143533, 7.02057, 2074, 5, 1.8, 2.0, 26, 0, 3, 37, 42
06/20/2022, 14:58:54, 44.71414, 7.020285, 2034, 5, 1.8, 2.1, 27, 0, 3, 34, 40
06/20/2022, 15:00:54, 44.71403, 7.020055, 2030, 5, 1.9, 2.1, 27, 1.852, 3, 34, 41
06/20/2022, 15:02:53, 44.714065, 7.0203517, 2098, 5, 1.9, 2.1, 27, 0, 2, 36, 42
06/20/2022, 15:04:53, 44.7143333, 7.01968, 2046, 5, 2.0, 2.2, 28, 0, 2, 36, 42
06/20/2022, 15:06:55, 44.7141817, 7.0198183, 2064, 5, 2.0, 2.2, 28, 1.852, 4, 27, 34
06/20/2022, 15:08:57, 44.71406, 7.01989, 2030, 5, 2.0, 2.3, 28, 0, 6, 33, 41
06/20/2022, 15:11:01, 44.71382, 7.02096, 2014, 4, 2.2, 2.4, 28, 0, 10, 32, 39
06/20/2022, 15:13:01, 44.7139117, 7.020975, 1992, 4, 2.3, 2.5, 28, 0, 10, 30, 39
06/20/2022, 15:15:24, 44.71442, 7.0209583, 2044, 4, 2.3, 2.5, 28, 0, 33, 30, 40
06/20/2022, 15:25:48, 44.714885, 7.0199567, 2006, 4, 3.2, 3.4, 28, 0, 57, 30, 36
06/20/2022, 15:27:01, 44.7150333, 7.020305, 2030, 4, 3.2, 3.3, 28, 0, 10, 34, 38
06/20/2022, 15:29:01, 44.7149433, 7.020145, 1990, 4, 3.0, 3.2, 27, 0, 10, 33, 35
06/20/2022, 15:31:01, 44.714975, 7.0201117, 1994, 4, 2.9, 3.1, 26, 0, 10, 30, 40
06/20/2022, 15:33:01, 44.7151467, 7.0201217, 2052, 4, 2.8, 3.0, 26, 0, 10, 28, 40
06/20/2022, 15:35:02, 44.7151217, 7.0197683, 2028, 4, 2.7, 2.9, 25, 0, 11, 31, 40
06/20/2022, 15:36:52, 44.7145733, 7.0194083, 1900, 4, 2.7, 2.8, 24, 16.668, 1, 33, 40
06/20/2022, 15:39:01, 44.7148033, 7.01944, 2022, 4, 2.6, 2.8, 24, 0, 10, 31, 39
06/20/2022, 15:41:12, 44.714605, 7.0193467, 1984, 4, 2.5, 2.7, 24, 1.852, 20, 32, 41
06/20/2022, 15:42:59, 44.7148383, 7.01946, 2054, 4, 2.4, 2.6, 24, 0, 8, 30, 34
06/20/2022, 15:45:01, 44.7146583, 7.0193883, 2020, 4, 2.4, 2.6, 24, 0, 10, 28, 38
06/20/2022, 15:47:04, 44.714135, 7.0191683, 1938, 4, 2.3, 2.5, 24, 0, 12, 27, 35
06/20/2022, 15:48:55, 44.714825, 7.0192967, 2018, 4, 2.3, 2.5, 24, 3.704, 4, 35, 44
06/20/2022, 15:50:55, 44.7145117, 7.0191633, 1992, 4, 2.2, 2.4, 24, 1.852, 4, 33, 38
06/20/2022, 15:53:22, 44.7144867, 7.0190417, 2014, 4, 2.2, 2.4, 24, 1.852, 31, 23, 30
06/20/2022, 15:55:15, 44.7144533, 7.0189283, 2022, 4, 2.2, 2.4, 24, 3.704, 24, 23, 29
